district,state,pop_below_15,sex_ratio,sex_ratio_birth,hh_elec,hh_drnk_water,hh_sanitation,hh_fuel,hh_salt,hh_health_insurance,women_10yr_school,women_premarried,women_earlymother,women_menstrual,fam_contra,fam_modern_contra,fam_female_ster,fam_IUD,fam_pill,fam_condom,fam_injectibles,fam_unmet_need,fam_healthworkers,fam_sideeffects,mother_antenatal,mother_neonatal,mother_folic,mother_MCP,delivery_expense,institutional_birth,births_csection,child_vaccinated,child_public_vaccinated,child_private_vaccinated,child_diarrhoea,child_resp,child_diet,child_stunted,child_wasted,child_severely_wasted,child_underwght,child_overwght,women_lowBMI,women_highBMI,women_high_wh,child_anaemic,women_anaemic,young_women_anaemic,women_highBS,men_highBS,women_highBP,men_highBP,women_cervical,women_breast,women_oral,women_tobbaco,men_tobbaco,women_alc,men_alc,HDI,st,dc
Srinagar,Jammu & Kashmir,20.16,971.55,924.32,100.0,98.45,86.78,98.44,98.95,17.87,60.52,1.74,1.61,84.79,56.47,52.16,23.32,11.19,5.13,5.14,5.4,4.7,9.67,78.71,85.12,92.35,24.7,97.79,4589.33,88.68,59.35,100,100,0.01,1.21,2.21,10.93,32.96,18.57,7.63,15.78,12.72,3.51,27.75,92.23,76.97,51.65,69.88,7.42,5.68,20.07,18.05,0.21,0.0,0.0,1.92,36.52,0.0,0.35,0.971,1.0,10.0
Ganderbal,Jammu & Kashmir,25.11,930.53,816.39,99.52,97.15,78.44,84.44,97.66,8.3,34.25,5.3,0.41,69.76,34.37,27.65,14.65,0.83,3.81,6.5,1.02,14.14,7.2,36.06,80.38,88.81,10.78,95.49,6960.98,95.03,47.24,88.1,100,0,4.72,2.34,13.07,18.49,25.85,13.29,20.13,11.77,7.65,34.22,75.03,89.76,77.24,83.74,9.65,7.84,21.5,19.11,0.37,0.0,0.13,6.27,36.32,0.2,0.11,0.831,1.0,11.0
Pulwama,Jammu & Kashmir,22.06,952.92,889.42,99.11,97.95,91.61,76.62,98.6,9.88,49.43,0.51,0.0,85.12,61.79,46.1,20.25,3.21,10.02,10.4,1.34,11.05,4.31,55.14,96.16,90.73,15.7,98.87,4298.76,91.99,60.67,94,100,0.01,3.74,2.6,8.37,22.38,15.34,6.38,20.22,12.1,2.85,37.91,93.23,67.41,73.15,81.96,7.16,4.79,22.6,19.12,0.0,0.0,0.18,3.33,41.2,0.0,0.57,0.93,1.0,12.0
Shupiyan,Jammu & Kashmir,22.95,958.31,1142.16,99.92,99.16,86.54,66.11,98.51,8.37,55.15,2.14,0.0,69.75,60.8,53.1,20.2,4.54,16.36,8.78,1.14,7.07,8.69,49.8,86.78,92.31,7.55,96.92,5792.06,94.27,31.65,100,100,0.01,2.69,3.83,16.6,21.95,32.79,17.41,33.51,2.86,1.97,27.6,90.96,57.12,63.9,77.54,5.43,5.07,15.06,14.17,0.39,0.0,0.0,5.04,46.96,0.42,0.43,0.901,1.0,13.0
Anantnag,Jammu & Kashmir,22.41,973.77,1176.81,98.71,99.27,84.68,76.46,98.28,7.27,52.77,2.54,0.65,74.23,58.3,57.26,15.33,4.77,8.05,20.2,7.52,7.81,18.82,72.04,80.91,97.8,20.94,97.77,6058.41,86.73,51.28,100,100,0.01,7.0,7.73,14.77,28.16,24.88,14.03,28.33,5.03,4.06,28.63,90.75,79.15,74.29,87.96,10.43,9.85,19.98,19.37,0.19,0.0,0.0,2.91,46.99,0.16,0.07,0.926,1.0,14.0
Kulgam,Jammu & Kashmir,25.44,961.99,1096.96,99.84,96.43,80.5,40.31,97.75,4.23,42.4,3.66,1.06,75.85,70.83,55.0,12.61,6.61,18.55,11.09,4.78,5.02,5.71,63.25,92.19,93.13,10.25,97.71,3852.49,94.35,45.78,97.96,100,0,2.13,0.0,2.26,28.38,11.29,4.79,15.32,20.61,2.12,25.92,83.82,77.68,76.96,80.71,6.39,6.07,25.77,19.93,0.51,0.29,0.44,3.25,37.66,0.06,0.29,0.797,1.0,15.0
Doda,Jammu & Kashmir,28.36,943.15,959.28,99.62,92.63,70.9,42.36,97.71,7.6,46.75,11.03,2.71,68.8,69.54,49.41,22.6,3.71,10.1,11.19,0.31,7.21,10.78,58.6,74.32,79.49,13.26,98.26,4457.9,68.89,19.49,75.3,100,0.01,2.66,0.0,12.93,32.68,9.53,5.95,15.2,15.06,5.03,31.26,77.19,80.66,66.53,74.07,9.91,9.93,23.1,21.45,1.23,0.21,5.12,3.18,37.1,0.21,7.87,0.775,1.0,16.0
Ramban,Jammu & Kashmir,29.53,915.02,1021.7,97.43,73.42,48.92,35.81,98.56,9.17,35.49,5.5,2.02,58.49,56.49,52.62,16.72,7.75,9.46,8.11,8.6,10.34,15.56,62.33,79.23,92.94,8.95,95.88,2682.81,78.67,17.02,93.67,98.29,0,6.38,3.38,18.6,25.7,15.64,6.61,21.22,3.5,7.63,15.82,83.65,62.0,59.72,76.41,7.51,5.45,17.51,15.7,1.16,0.65,0.48,2.8,36.41,0.49,10.04,0.7,1.0,17.0
Kishtwar,Jammu & Kashmir,24.82,978.02,1024.22,88.82,86.84,59.62,50.6,94.73,16.37,47.97,7.22,1.76,70.77,52.51,47.84,25.9,5.12,7.43,6.73,1.86,9.56,3.09,45.63,76.4,89.31,15.76,95.75,4409.73,90.82,34.31,100,94.27,2.99,6.03,2.22,6.62,27.49,22.84,15.27,17.74,21.13,5.09,24.88,81.71,88.46,84.84,92.2,5.29,6.81,13.16,13.34,0.16,0.31,0.33,3.45,41.32,0.06,9.44,0.785,1.0,18.0
Udhampur,Jammu & Kashmir,26.13,946.15,996.98,99.92,76.44,69.84,55.08,96.14,16.83,43.66,6.05,1.04,74.71,69.71,63.93,29.58,7.83,10.32,10.45,4.36,6.26,9.03,57.75,69.82,93.66,6.9,97.28,3412.47,85.95,37.02,97.68,97.98,0.01,11.85,4.52,7.27,37.28,19.79,9.55,31.93,5.77,3.98,29.27,87.36,70.38,56.46,68.55,9.88,8.82,20.05,18.29,0.0,0.0,0.0,4.73,45.15,0.55,27.08,0.832,1.0,19.0
Reasi,Jammu & Kashmir,30.69,966.72,999.95,99.91,76.54,62.71,35.2,92.26,11.24,41.88,9.61,2.22,59.67,56.89,51.72,21.81,4.75,9.6,12.28,2.48,7.48,7.97,55.97,75.92,86.53,21.79,92.86,4045.9,66.64,23.01,86.6,100,0,0.85,0.92,17.15,17.74,12.98,5.33,11.73,16.31,4.32,22.7,75.94,69.73,62.88,74.57,7.11,7.13,15.43,17.59,0.0,0.0,0.0,3.98,41.65,0.13,10.31,0.773,1.0,20.0
Jammu,Jammu & Kashmir,22.18,938.68,891.71,100.0,99.92,81.24,87.89,98.94,23.25,70.8,5.26,0.0,95.33,67.94,57.05,19.74,6.93,9.69,17.33,1.77,6.72,6.79,73.12,95.43,91.97,27.31,99.0,4713.54,88.66,43.26,100,100,0.01,2.7,3.59,12.85,27.04,18.04,10.43,17.63,7.3,4.21,38.25,89.97,68.43,66.63,72.43,9.85,8.6,20.46,22.63,0.0,0.0,0.0,0.82,25.73,0.32,25.46,0.973,1.0,21.0
Samba,Jammu & Kashmir,24.51,959.54,888.16,99.81,95.43,78.81,73.01,98.73,19.02,60.61,6.25,1.29,85.53,62.76,50.44,20.96,6.39,6.93,14.12,1.25,9.53,7.15,63.6,96.2,84.46,24.41,100.0,4149.46,91.26,37.52,97.75,100,0,4.7,3.24,7.87,24.52,20.37,9.83,15.48,12.05,3.62,36.45,88.61,68.96,62.35,73.22,10.34,11.22,21.13,21.53,0.9,0.18,0.4,3.04,38.91,0.74,28.1,0.937,1.0,22.0
Garhwa,Jharkhand,33.33,1108.38,828.6,84.99,92.52,54.06,24.74,97.5,55.27,31.04,31.32,8.69,59.32,58.3,48.66,44.22,0.83,0.42,0.91,0.51,12.33,18.43,47.96,29.78,92.12,3.28,87.09,2255.69,67.64,10.17,82.92,91.81,2.15,6.64,0.17,6.38,47.7,18.86,5.28,40.57,0.49,28.82,13.63,35.53,62.47,62.69,61.02,12.28,15.69,18.31,23.41,0.85,0.21,0.21,4.82,46.68,2.97,29.2,0.557,20.0,1.0
Chatra,Jharkhand,36.77,1135.6,763.54,92.13,83.34,48.05,20.43,97.75,46.51,27.67,31.65,11.59,66.9,59.47,51.77,45.9,0.98,0.82,0.63,0.32,10.08,35.72,63.98,32.36,84.87,15.41,93.12,2066.49,51.8,14.11,82.36,99.03,0.97,4.53,1.4,6.05,42.16,17.15,3.94,39.77,1.33,32.15,10.37,57.76,62.63,55.96,55.67,10.75,13.06,15.99,22.11,0.0,0.0,0.21,6.41,49.66,5.93,38.65,0.56,20.0,2.0
Kodarma,Jharkhand,35.8,1141.42,871.56,97.12,83.88,54.0,35.83,99.18,56.77,31.83,42.52,10.64,80.13,63.63,56.61,50.13,0.53,0.83,1.66,0.38,12.04,26.35,40.4,47.61,92.02,4.75,89.74,1948.32,64.23,22.0,87.43,99,1,8.17,2.44,10.78,34.57,17.98,4.98,31.65,2.51,29.89,12.4,50.29,60.01,64.9,61.19,11.18,22.44,13.75,20.58,0.34,0.2,0.2,1.4,37.3,0.49,29.24,0.72,20.0,3.0
Giridih,Jharkhand,34.57,1090.99,851.85,96.54,87.63,59.24,32.38,96.84,52.41,24.97,45.59,12.33,65.18,63.68,54.33,45.16,0.74,1.13,3.56,0.3,11.99,22.42,45.04,42.1,85.97,13.72,86.74,2100.65,50.29,10.69,83.62,97.56,2.44,9.04,3.09,10.73,31.88,27.79,14.49,34.25,5.39,27.28,7.75,53.89,62.77,64.7,63.76,10.33,15.85,17.42,23.85,1.89,0.39,0.39,4.37,44.78,1.38,29.81,0.653,20.0,4.0
Deoghar,Jharkhand,36.04,1067.99,929.36,95.58,90.78,41.56,23.5,98.29,53.8,19.73,49.16,20.24,67.98,65.36,48.49,40.09,0.97,1.54,2.62,0.37,11.07,25.0,35.26,30.74,89.21,11.84,83.13,2133.28,47.17,7.84,54.71,96.7,3.3,6.5,0.78,7.2,41.65,17.72,6.21,36.87,1.85,32.51,10.94,56.63,73.91,70.23,67.18,10.0,13.49,14.21,18.53,0.65,0.23,0.23,6.57,51.99,1.95,26.26,0.548,20.0,5.0
Godda,Jharkhand,33.8,1011.55,880.74,93.49,91.35,54.88,19.67,98.94,45.91,19.55,48.51,16.14,64.81,64.98,50.55,38.04,2.19,3.16,3.44,0.53,11.31,34.31,56.65,39.22,95.68,10.36,93.37,1462.64,63.6,4.74,71.01,100,0,6.77,4.23,7.59,39.37,24.49,11.18,40.72,4.73,23.61,10.65,59.44,75.09,66.27,61.95,13.18,16.06,18.57,20.2,0.51,0.0,0.47,2.68,45.09,3.33,34.2,0.552,20.0,6.0
Sahibganj,Jharkhand,39.44,1092.17,983.78,91.59,88.22,43.19,17.43,98.24,34.77,18.64,39.93,18.94,58.44,50.44,33.97,23.18,1.04,2.7,1.83,0.43,13.2,32.92,56.79,36.17,83.76,7.29,94.14,1546.06,59.46,4.86,72.57,99.06,0.94,3.43,2.17,8.17,49.06,19.69,5.75,44.84,2.62,28.53,14.31,66.41,72.61,71.51,67.55,12.84,17.08,15.01,16.56,0.22,0.22,0.88,4.67,47.15,6.66,34.37,0.504,20.0,7.0
Pakur,Jharkhand,36.3,1073.91,925.16,91.74,88.59,38.26,16.94,97.03,52.45,13.6,43.38,14.35,66.37,55.37,45.44,32.51,0.66,6.39,2.92,0.47,12.03,22.25,36.47,26.64,91.94,3.32,91.0,1644.3,57.63,5.44,69.46,97.94,0,4.27,1.21,8.1,51.26,23.63,5.88,51.4,1.92,34.38,7.95,49.68,72.14,79.72,78.04,13.32,19.69,17.1,20.16,0.0,0.0,0.0,5.78,50.77,5.11,34.51,0.46,20.0,8.0
Dhanbad,Jharkhand,27.78,985.77,869.11,98.51,88.9,67.58,37.18,98.33,45.66,37.88,28.33,10.88,81.28,67.26,51.63,37.67,1.01,5.17,5.2,0.44,9.67,14.97,41.34,44.55,92.27,8.3,88.74,2627.03,34.46,21.92,72.5,90.96,9.04,7.85,1.83,4.71,26.98,13.97,5.2,25.05,4.07,25.99,16.38,59.9,66.52,63.83,69.93,10.12,13.14,18.52,24.94,0.29,0.0,0.11,9.56,45.7,1.08,25.82,0.777,20.0,9.0
Bokaro,Jharkhand,27.29,1006.22,899.35,97.31,86.42,64.38,46.97,95.67,44.65,44.96,26.26,5.89,80.04,68.49,59.55,45.22,1.44,4.07,6.42,0.57,9.45,23.17,40.14,48.71,89.96,22.45,87.94,3372.01,44.6,21.04,72.87,95.1,4.9,15.6,2.22,18.07,36.2,19.74,9.53,32.28,2.97,26.63,15.09,55.43,66.51,68.84,68.22,9.43,14.77,21.53,27.46,0.55,0.0,0.38,8.99,44.95,2.01,27.91,0.774,20.0,10.0
Lohardaga,Jharkhand,32.38,1051.74,1010.84,99.21,78.43,67.68,33.95,99.42,58.87,35.02,21.85,5.51,91.68,56.56,41.12,27.28,4.73,2.56,3.62,0.47,13.87,31.24,67.2,37.65,95.09,12.99,93.01,1707.09,72.64,10.85,88.19,100,0,4.99,0.58,7.03,40.73,26.64,10.04,43.43,1.81,24.09,6.98,62.64,68.66,61.7,59.38,9.95,9.65,17.46,20.22,0.42,0.0,0.0,12.76,51.71,7.94,37.56,0.611,20.0,11.0
Purbi Singhbhum,Jharkhand,23.37,1015.95,837.11,95.72,89.72,70.21,57.56,99.35,50.72,46.76,19.84,3.66,88.26,60.97,47.19,35.29,2.81,3.12,4.43,0.51,11.35,34.98,58.56,40.67,95.28,27.78,91.61,3378.3,66.16,18.59,87.01,95.37,4.63,1.85,0.73,11.12,35.88,29.37,16.77,41.62,1.34,15.48,18.55,74.62,67.37,64.37,69.4,11.71,16.53,19.78,22.42,0.0,0.0,0.0,8.58,38.82,4.47,25.62,0.776,20.0,12.0
Palamu,Jharkhand,34.56,1183.06,1097.68,95.77,94.89,46.28,25.41,96.63,55.77,36.53,35.41,6.05,73.78,60.08,53.08,47.84,0.5,0.24,1.74,0.44,13.75,24.57,61,33.83,92.64,5.74,91.46,2597.4,54.77,15.75,81.45,94.59,4.49,4.27,0.61,5.42,43.71,18.4,3.94,37.34,0.63,26.69,10.81,42.22,68.2,61.02,63.25,9.38,13.08,18.27,24.25,0.24,0.24,0.0,6.04,48.87,3.09,34.88,0.595,20.0,13.0
Latehar,Jharkhand,35.94,1115.12,967.34,88.96,79.2,51.4,14.23,96.75,52.23,26.53,32.19,8.81,72.14,56.59,45.92,35.91,1.08,1.4,2.33,0.8,13.42,46.49,63.76,43.12,94.19,29.12,97.98,1267.88,61.44,10.2,74.46,100,0,6.58,6.08,7.5,40.1,19.15,5.22,39.38,1.79,31.08,7.34,65.13,68.31,63.58,62.19,8.99,11.36,15.32,22.24,0.48,0.0,0.18,11.02,51.64,12.67,47.33,0.479,20.0,14.0
Hazaribagh,Jharkhand,32.56,1082.55,856.46,98.17,85.49,55.64,36.81,94.95,55.0,40.09,38.57,10.86,74.63,60.78,53.57,45.8,0.84,1.11,3.44,0.29,11.46,20.25,37.78,36.41,88.48,16.83,88.99,2327.86,59.84,14.72,80.45,97.09,2.91,9.09,2.66,16.86,37.8,16.17,5.93,32.49,1.36,25.33,14.96,51.67,62.11,56.12,54.08,8.8,13.47,18.75,30.84,0.96,0.0,0.0,4.75,42.49,3.44,35.08,0.727,20.0,15.0
Ramgarh,Jharkhand,27.85,955.02,902.95,98.4,76.71,64.2,33.15,97.81,49.67,44.33,25.08,5.13,88.4,68.18,54.16,44.03,0.95,1.9,3.48,0.36,7.28,20.53,43.35,40.92,93.37,15.08,90.75,2121.43,51.56,20.01,89.22,93.88,4.45,9.11,2.61,12.47,35.25,23.48,7.2,35.28,1.03,27.25,14.14,49.34,59.65,62.26,66.66,7.5,13.31,21.05,27.41,1.44,0.33,0.17,8.64,48.47,5.85,36.96,0.745,20.0,16.0
Dumka,Jharkhand,31.72,1067.41,945.83,93.19,92.59,41.46,18.09,97.56,45.37,19.11,43.08,14.87,63.56,59.95,43.39,28.43,1.59,5.29,5.05,0.42,13.1,22.07,35.92,39.27,94.13,9.33,95.13,1601.6,51.25,8.5,76.61,98.72,1.28,6.43,1.34,7.77,38.17,27.81,11.0,44.89,2.0,29.63,9.14,48.09,75.12,73.42,74.14,10.15,13.59,14.12,20.04,0.0,0.0,0.17,9.59,56.58,8.84,44.48,0.544,20.0,17.0
Jamtara,Jharkhand,29.53,996.01,824.72,92.22,93.0,52.84,20.25,98.33,62.91,21.39,50.54,14.9,73.07,69.26,54.12,35.28,1.31,9.51,4.14,0.38,9.89,34.68,49.07,35.98,89.25,19.08,95.12,2771.35,60.42,13.42,82.92,100,0,13.81,5.83,15.89,41.92,22.96,9.85,46.17,4.31,30.55,7.09,57.29,72.84,77.65,77.39,10.47,12.92,17.82,21.85,0.0,0.0,0.0,13.61,49.69,5.29,29.9,0.571,20.0,18.0
Ranchi,Jharkhand,25.43,1004.47,873.96,99.3,86.27,77.19,57.68,99.02,43.85,49.45,20.89,5.45,85.04,61.5,51.34,34.04,5.02,3.2,6.36,0.39,12.02,32.94,71.98,35.21,90.3,20.02,93.6,2393.54,61.65,19.75,85.42,91.33,8.67,4.81,1.9,19.73,28.33,32.7,16.76,40.57,4.27,21.22,14.9,71.85,62.8,58.92,61.69,9.65,11.99,19.64,23.05,0.27,0.16,0.43,8.26,45.78,5.65,36.4,0.782,20.0,19.0
Khunti,Jharkhand,29.81,992.33,708.92,92.87,68.59,55.16,18.66,97.37,58.17,29.27,21.71,4.32,71.0,58.4,43.37,27.65,3.24,4.45,4.98,0.86,11.75,37.46,66.95,37.43,91.66,30.8,95.13,1313.91,64.2,7.21,79.55,100,0,11.67,1.87,10.54,38.48,32.05,16.82,44.0,6.14,20.59,3.91,63.53,66.85,70.02,71.5,8.6,15.66,11.65,14.22,0.49,0.32,0.17,16.21,57.15,19.83,57.5,0.482,20.0,20.0
Gumla,Jharkhand,30.71,1023.74,1028.09,89.08,75.19,50.12,19.13,97.65,51.67,33.34,20.85,7.19,75.55,52.7,45.02,30.73,2.07,2.78,3.95,1.91,14.91,38.8,61.56,49.29,96.14,22.74,97.85,1123.5,80.32,7.73,86.24,98.89,1.11,5.1,3.0,10.67,40.23,20.05,8.69,38.71,4.06,25.2,5.55,70.78,65.78,59.48,61.26,9.02,11.58,15.07,19.92,0.39,0.21,0.21,14.75,55.53,16.11,53.1,0.497,20.0,21.0
Simdega,Jharkhand,30.03,1064.27,906.74,84.08,66.74,71.3,15.94,98.87,60.63,29.74,15.89,4.97,92.61,48.52,27.71,15.53,1.72,3.09,4.07,0.11,15.81,41.11,81.23,34.38,84.53,23.55,97.73,669.13,71.2,4.48,81.14,98.23,1.77,7.3,0.61,10.81,42.2,21.1,7.69,36.98,2.81,25.78,7.87,64.63,75.37,70.64,69.53,8.14,9.16,20.94,26.68,0.17,0.0,0.0,17.63,56.5,15.73,54.09,0.511,20.0,22.0
Pashchimi Singhbhum,Jharkhand,35.8,1049.26,872.16,83.3,79.29,37.74,15.53,96.87,46.71,22.92,24.36,6.66,80.37,55.85,36.25,12.89,2.88,7.44,7.56,0.97,12.51,43.63,71.15,34.86,89.75,23.13,92.0,1182.94,64.31,3.95,89.04,99.01,0,10.47,2.67,11.67,60.61,30.48,12.88,62.38,2.78,33.07,7.07,70.25,73.32,72.57,74.21,7.49,11.1,17.83,19.46,0.17,0.13,0.13,19.93,56.4,28.48,57.07,0.47,20.0,23.0
SaraikelaKharsawan,Jharkhand,26.16,995.87,919.22,93.49,85.69,60.87,31.53,96.79,63.08,36.01,19.19,10.28,74.71,66.89,52.43,33.41,2.8,3.06,8.29,1.69,7.24,49.55,73.71,54.39,92.29,24.74,98.77,1770.31,62.24,12.44,85.32,100,0,9.16,3.2,13.82,40.02,32.92,22.95,48.7,8.96,20.3,6.44,63.94,76.05,70.17,74.85,11.13,15.45,15.59,17.15,0.18,0.0,0.0,11.22,42.56,11.26,37.32,*,,
Belgaum,Karnataka,24.99,1031.82,892.03,99.1,94.41,67.67,74.82,95.2,20.72,47.8,32.8,9.1,75.26,70.83,70.59,63.32,1.94,2.22,1.86,0.23,5.51,29.38,66.38,63.74,94.41,16.86,96.12,3902.04,60.63,24.24,86.52,92.79,4.74,4.65,1.1,8.81,32.78,23.57,10.23,36.88,2.93,22.19,23.76,44.12,72.74,52.93,48.5,12.89,12.2,19.38,22.22,0.47,0.58,0.77,6.6,28.77,0.45,11.47,0.843,29.0,1.0
Bagalkot,Karnataka,26.5,1007.4,879.35,98.88,99.15,51.29,56.64,81.29,22.29,37.71,38.72,6.93,65.92,65.33,65.33,59.21,2.2,2.24,1.2,0.34,5.84,15.84,51.14,76.21,94.16,21.15,98.7,4575.82,57.05,31.02,79.49,98.77,1.23,4.31,3.07,6.13,48.26,16.85,4.38,42.34,2.42,17.14,28.57,40.52,63.84,47.98,50.66,11.84,12.78,19.1,21.01,0.61,0.15,0.16,10.68,33.69,0.58,14.83,0.769,29.0,2.0
Bijapur,Karnataka,28.04,994.96,884.69,97.59,92.52,44.84,60.61,92.26,21.2,37.13,39.24,11.76,71.9,63.07,62.68,55.49,1.34,2.14,2.49,0.48,6.97,23.84,62.06,56.37,93.52,15.43,91.14,3198.24,59.59,20.88,73.21,92.81,5.96,8.24,1.58,14.55,45.94,14.96,4.28,38.96,2.65,18.11,27.44,31.95,65.23,52.9,52.63,11.6,14.31,20.23,20.95,0.68,0.17,0.37,10.76,34.6,0.78,15.26,0.455,29.0,3.0
Bidar,Karnataka,27.27,1033.68,897.98,98.75,98.88,56.5,65.15,97.66,21.44,44.98,19.24,3.96,81.63,69.1,68.54,50.1,1.99,8.0,5.41,1.62,8.13,40.68,81.92,55.27,97.36,26.37,96.78,4090.83,73.42,21.8,77.71,93.57,5.12,8.98,2.38,13.79,36.82,22.09,11.14,36.13,2.5,24.86,20.8,39.63,69.33,55.94,51.69,8.96,12.54,21.15,24.13,0.44,0.16,0.47,8.53,31.2,0.25,16.59,0.779,29.0,4.0
Raichur,Karnataka,29.29,1033.4,907.03,99.68,94.01,53.02,64.92,73.29,17.75,31.67,21.9,8.87,68.78,50.08,49.63,46.29,0.73,0.61,1.76,0.24,9.98,19.24,54.13,67.45,88.97,24.98,97.05,6276.86,64.43,20.02,89.56,98.77,1.23,5.2,2.93,12.99,39.79,23.23,11.65,40.73,1.62,23.27,19.9,42.63,73.63,60.36,64.76,8.88,9.15,18.52,16.67,0.75,0.36,0.52,13.47,28.42,0.89,15.77,0.709,29.0,5.0
Koppal,Karnataka,28.76,994.25,951.54,99.19,95.95,58.79,47.39,47.93,20.62,34.36,27.06,8.51,67.8,63.38,63.23,58.39,1.93,0.73,1.22,0.67,9.71,15.55,58.99,50.67,84.51,8.03,100.0,4908.59,68.15,19.11,93.38,98.63,1.37,6.98,0.0,12.21,49.09,23.14,3.76,45.84,0.83,24.9,21.91,28.63,70.7,54.81,55.27,9.57,14.53,19.47,22.16,0.49,0.37,0.19,19.87,34.12,1.22,13.0,0.707,29.0,6.0
Gadag,Karnataka,24.13,1059.81,910.69,98.6,95.53,55.2,56.27,77.07,28.27,45.12,27.69,2.04,68.27,58.3,57.7,48.78,2.52,2.97,2.67,0.48,7.03,25.42,70.03,68.68,93.34,17.39,97.04,5725.91,67.48,33.49,81.36,98.91,1.09,10.37,2.26,9.53,45.15,18.24,4.46,39.78,1.46,18.89,30.62,41.38,70.31,50.47,54.11,12.08,13.21,22.05,23.88,0.16,0.0,0.53,8.5,35.56,0.54,13.71,0.801,29.0,7.0
Dharwad,Karnataka,22.09,1021.94,1109.57,99.38,87.94,79.32,79.05,92.3,24.48,51.36,17.78,3.29,81.03,67.06,65.73,58.72,2.12,1.88,1.82,0.3,6.32,29.66,79.53,85.21,92.07,25.73,96.89,3225.47,69.19,29.92,93.6,90.99,9.01,1.85,0.0,15.29,45.17,16.5,4.6,40.41,2.82,17.26,33.79,41.89,67.19,52.14,50.48,13.78,14.08,26.64,23.69,0.29,0.14,0.0,6.83,36.79,0.46,15.77,0.88,29.0,8.0
Uttara Kannada,Karnataka,18.16,1011.34,723.92,99.12,84.82,89.61,73.42,94.3,32.02,49.18,11.59,1.28,93.91,69.32,69.32,56.69,4.75,3.59,2.8,0.58,7.36,42.53,63.75,57.88,92.2,18.41,97.9,5361.53,69.48,36.28,96.76,84.3,15.7,5.85,3.03,14.73,29.56,21.94,13.12,33.26,3.29,18.38,22.61,47.5,69.02,44.61,44.64,12.74,13.84,26.87,25.11,0.0,0.0,0.0,10.5,26.12,0.29,12.27,0.878,29.0,9.0
Haveri,Karnataka,25.43,977.51,805.46,99.05,99.05,68.87,60.67,87.86,28.77,39.99,16.54,4.15,75.84,44.62,44.62,42.55,0.74,0.3,1.03,0.0,8.38,20.81,55.75,58.65,87.96,16.79,98.81,11572.9,82.57,23.85,93.44,98.45,1.55,8.93,1.69,7.44,29.91,17.72,3.94,34.98,0.0,19.86,29.11,42.05,66.91,50.79,51.51,12.65,15.23,21.39,24.42,0.17,0.0,0.16,9.15,33.07,1.01,12.09,0.779,29.0,10.0
Bellary,Karnataka,23.64,1038.1,1071.98,98.92,94.72,64.13,76.19,84.74,25.66,39.92,22.23,3.22,85.03,62.68,62.3,56.62,1.73,1.22,2.59,0.0,5.63,33.54,54.83,56.36,90.45,15.04,98.11,12348.05,76.79,29.05,79.17,98.05,1.95,5.14,1.6,9.73,36.08,22.89,13.62,36.51,1.32,22.23,27.32,45.14,67.5,58.11,58.48,9.16,11.58,21.23,20.94,0.47,0.19,0.95,8.18,26.16,0.95,14.29,0.805,29.0,11.0
Chitradurga,Karnataka,22.45,1023.01,1050.48,99.78,97.82,63.05,80.59,96.35,35.33,48.28,20.69,7.8,85.53,72.75,72.47,62.04,3.74,1.31,4.31,0.24,5.0,63.35,86.97,79.32,93.9,36.63,99.05,4234.26,68.83,42.8,97.23,100,0.01,6.22,2.45,27.19,35.98,17.85,8.29,32.35,3.07,14.49,37.39,36.34,61.14,44.58,50.24,15.12,14.42,29.72,30.56,0.36,0.36,0.36,14.16,36.94,1.97,21.24,0.843,29.0,12.0
Davanagere,Karnataka,21.93,967.27,796.58,98.82,97.45,83.28,79.07,94.86,25.22,47.07,19.1,4.88,80.23,47.14,46.9,41.6,1.46,1.08,2.27,0.36,11.46,16.18,45.04,63.05,86.41,20.96,96.29,7508.07,68.87,39.78,83.51,96.01,3.99,9.2,3.39,16.78,38.41,18.76,3.87,32.76,2.53,15.89,38.06,40.35,70.15,51.72,51.51,16.13,17.49,24.78,29.47,0.94,0.93,0.55,8.92,30.02,1.71,14.1,0.856,29.0,13.0
Shimoga,Karnataka,22.91,1010.38,1110.7,99.48,94.63,85.44,85.65,90.99,26.54,49.06,11.08,2.44,86.33,76.36,76.36,68.3,3.37,0.72,2.39,0.73,5.26,41.98,74.7,79.43,96.93,39.13,98.51,5284.33,74.06,43.69,97.87,91.91,8.09,4.76,3.32,18.51,29.02,23.17,13.46,34.42,5.97,15.03,30.34,52.59,68.92,41.89,44.72,15.26,16.66,27.16,28.7,0.35,0.33,0.17,11.26,32.04,1.42,18.5,0.91,29.0,14.0
Udupi,Karnataka,19.49,1147.71,1093.16,99.57,81.48,94.45,67.77,95.55,50.87,55.42,4.41,0.72,95.53,72.01,71.33,46.06,6.43,5.37,8.93,1.15,7.08,42.27,84.51,59.4,94.78,34.16,99.16,2886.43,37.6,51.94,87.82,90.47,7.56,3.53,1.89,10.27,23.12,17.58,5.98,21.02,3.21,23.82,22.94,51.89,58.26,47.27,49.9,16.65,17.7,31.23,32.51,0.28,0.15,1.09,6.98,17.36,1.0,15.57,0.926,29.0,15.0
